Region,Province,Municipality,Year,Count
Region I - Ilocos Region,ILOCOS NORTE,NUEVA ERA,2004,17
Region I - Ilocos Region,ILOCOS NORTE,NUEVA ERA,2005,4
Region I - Ilocos Region,ILOCOS NORTE,NUEVA ERA,2006,16
Region I - Ilocos Region,ILOCOS NORTE,NUEVA ERA,2007,6
Region I - Ilocos Region,ILOCOS NORTE,NUEVA ERA,2008,5
Region I - Ilocos Region,ILOCOS NORTE,NUEVA ERA,2009,17
Region I - Ilocos Region,ILOCOS NORTE,NUEVA ERA,2010,14
Region I - Ilocos Region,ILOCOS NORTE,NUEVA ERA,2011,17
Region I - Ilocos Region,ILOCOS NORTE,NUEVA ERA,2012,6
Region I - Ilocos Region,ILOCOS NORTE,NUEVA ERA,2013,21
Region I - Ilocos Region,ILOCOS NORTE,NUEVA ERA,2014,12
Region I - Ilocos Region,ILOCOS NORTE,NUEVA ERA,2015,30
Region I - Ilocos Region,ILOCOS NORTE,NUEVA ERA,2016,22
Region I - Ilocos Region,ILOCOS NORTE,NUEVA ERA,2017,31
Region I - Ilocos Region,ILOCOS NORTE,NUEVA ERA,2018,18
Region I - Ilocos Region,ILOCOS NORTE,NUEVA ERA,2019,9
Region I - Ilocos Region,ILOCOS NORTE,NUEVA ERA,2020,1
Region I - Ilocos Region,ILOCOS NORTE,PAGUDPUD,1988,7
Region I - Ilocos Region,ILOCOS NORTE,PAGUDPUD,1989,11
Region I - Ilocos Region,ILOCOS NORTE,PAGUDPUD,1990,9
Region I - Ilocos Region,ILOCOS NORTE,PAGUDPUD,1991,17
Region I - Ilocos Region,ILOCOS NORTE,PAGUDPUD,1992,12
Region I - Ilocos Region,ILOCOS NORTE,PAGUDPUD,1993,35
Region I - Ilocos Region,ILOCOS NORTE,PAGUDPUD,1994,26
Region I - Ilocos Region,ILOCOS NORTE,PAGUDPUD,1995,11
Region I - Ilocos Region,ILOCOS NORTE,PAGUDPUD,1996,18
Region I - Ilocos Region,ILOCOS NORTE,PAGUDPUD,1997,9
Region I - Ilocos Region,ILOCOS NORTE,PAGUDPUD,1998,9
Region I - Ilocos Region,ILOCOS NORTE,PAGUDPUD,1999,10
Region I - Ilocos Region,ILOCOS NORTE,PAGUDPUD,2000,12
Region I - Ilocos Region,ILOCOS NORTE,PAGUDPUD,2001,13
Region I - Ilocos Region,ILOCOS NORTE,PAGUDPUD,2002,16
Region I - Ilocos Region,ILOCOS NORTE,PAGUDPUD,2003,21
Region I - Ilocos Region,ILOCOS NORTE,PAGUDPUD,2004,22
Region I - Ilocos Region,ILOCOS NORTE,PAGUDPUD,2005,22
Region I - Ilocos Region,ILOCOS NORTE,PAGUDPUD,2006,32
Region I - Ilocos Region,ILOCOS NORTE,PAGUDPUD,2007,42
Region I - Ilocos Region,ILOCOS NORTE,PAGUDPUD,2008,40
Region I - Ilocos Region,ILOCOS NORTE,PAGUDPUD,2009,20
Region I - Ilocos Region,ILOCOS NORTE,PAGUDPUD,2010,35
Region I - Ilocos Region,ILOCOS NORTE,PAGUDPUD,2011,41
Region I - Ilocos Region,ILOCOS NORTE,PAGUDPUD,2012,35
Region I - Ilocos Region,ILOCOS NORTE,PAGUDPUD,2013,37
Region I - Ilocos Region,ILOCOS NORTE,PAGUDPUD,2014,39
Region I - Ilocos Region,ILOCOS NORTE,PAGUDPUD,2015,41
Region I - Ilocos Region,ILOCOS NORTE,PAGUDPUD,2016,66
Region I - Ilocos Region,ILOCOS NORTE,PAGUDPUD,2017,36
Region I - Ilocos Region,ILOCOS NORTE,PAGUDPUD,2018,36
Region I - Ilocos Region,ILOCOS NORTE,PAGUDPUD,2019,28
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,1988,27
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,1989,28
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,1990,56
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,1991,73
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,1992,69
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,1993,50
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,1994,41
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,1995,64
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,1996,64
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,1997,40
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,1998,47
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,1999,33
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,2000,50
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,2001,53
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,2002,50
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,2003,42
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,2004,75
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,2005,40
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,2006,52
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,2007,66
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,2008,78
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,2009,82
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,2010,87
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,2011,84
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,2012,50
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,2013,56
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,2014,58
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,2015,63
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,2016,65
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,2017,77
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,2018,72
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,2019,45
Region I - Ilocos Region,ILOCOS NORTE,PAOAY,2020,11
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,1988,61
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,1989,51
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,1990,59
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,1991,65
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,1992,57
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,1993,80
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,1994,73
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,1995,84
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,1996,73
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,1997,56
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,1998,72
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,1999,35
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,2000,67
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,2001,89
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,2002,56
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,2003,66
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,2004,47
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,2005,63
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,2006,69
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,2007,85
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,2008,69
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,2009,137
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,2010,151
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,2011,92
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,2012,97
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,2013,99
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,2014,117
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,2015,145
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,2016,99
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,2017,112
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,2018,73
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,2019,69
Region I - Ilocos Region,ILOCOS NORTE,PASUQUIN,2020,14
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,1988,15
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,1989,37
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,1990,53
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,1991,56
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,1992,26
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,1993,24
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,1994,39
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,1995,52
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,1996,55
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,1997,35
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,1998,30
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,1999,32
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,2000,37
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,2001,49
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,2002,23
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,2003,29
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,2004,61
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,2005,27
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,2006,28
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,2007,24
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,2008,27
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,2009,53
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,2010,64
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,2011,71
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,2012,74
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,2013,47
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,2014,70
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,2015,59
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,2016,73
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,2017,76
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,2018,38
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,2019,37
Region I - Ilocos Region,ILOCOS NORTE,PIDDIG,2020,12
Region I - Ilocos Region,ILOCOS NORTE,PINILI,1988,23
Region I - Ilocos Region,ILOCOS NORTE,PINILI,1989,50
Region I - Ilocos Region,ILOCOS NORTE,PINILI,1990,45
Region I - Ilocos Region,ILOCOS NORTE,PINILI,1991,43
Region I - Ilocos Region,ILOCOS NORTE,PINILI,1992,59
Region I - Ilocos Region,ILOCOS NORTE,PINILI,1993,37
Region I - Ilocos Region,ILOCOS NORTE,PINILI,1994,25
Region I - Ilocos Region,ILOCOS NORTE,PINILI,1995,41
Region I - Ilocos Region,ILOCOS NORTE,PINILI,1996,55
Region I - Ilocos Region,ILOCOS NORTE,PINILI,1997,49
Region I - Ilocos Region,ILOCOS NORTE,PINILI,1998,35
Region I - Ilocos Region,ILOCOS NORTE,PINILI,1999,28
Region I - Ilocos Region,ILOCOS NORTE,PINILI,2000,36
Region I - Ilocos Region,ILOCOS NORTE,PINILI,2001,37
Region I - Ilocos Region,ILOCOS NORTE,PINILI,2002,29
Region I - Ilocos Region,ILOCOS NORTE,PINILI,2003,27
Region I - Ilocos Region,ILOCOS NORTE,PINILI,2004,39
Region I - Ilocos Region,ILOCOS NORTE,PINILI,2005,28
Region I - Ilocos Region,ILOCOS NORTE,PINILI,2006,69
Region I - Ilocos Region,ILOCOS NORTE,PINILI,2007,33
Region I - Ilocos Region,ILOCOS NORTE,PINILI,2008,45
Region I - Ilocos Region,ILOCOS NORTE,PINILI,2009,34
Region I - Ilocos Region,ILOCOS NORTE,PINILI,2010,85
Region I - Ilocos Region,ILOCOS NORTE,PINILI,2011,65
Region I - Ilocos Region,ILOCOS NORTE,PINILI,2012,61
Region I - Ilocos Region,ILOCOS NORTE,PINILI,2013,57
Region I - Ilocos Region,ILOCOS NORTE,PINILI,2014,77
Region I - Ilocos Region,ILOCOS NORTE,PINILI,2015,68
Region I - Ilocos Region,ILOCOS NORTE,PINILI,2016,53
Region I - Ilocos Region,ILOCOS NORTE,PINILI,2017,42
Region I - Ilocos Region,ILOCOS NORTE,PINILI,2018,38
Region I - Ilocos Region,ILOCOS NORTE,PINILI,2019,68
Region I - Ilocos Region,ILOCOS NORTE,PINILI,2020,20
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,1988,108
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,1989,204
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,1990,166
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,1991,159
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,1992,201
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,1993,201
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,1994,153
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,1995,168
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,1996,207
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,1997,225
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,1998,143
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,1999,88
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,2000,205
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,2001,165
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,2002,149
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,2003,130
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,2004,172
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,2005,133
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,2006,197
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,2007,221
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,2008,173
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,2009,227
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,2010,267
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,2011,189
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,2012,182
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,2013,224
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,2014,209
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,2015,257
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,2016,207
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,2017,159
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,2018,176
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,2019,148
Region I - Ilocos Region,ILOCOS NORTE,SAN NICOLAS,2020,27
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,1988,99
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,1989,123
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,1990,111
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,1991,148
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,1992,140
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,1993,119
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,1994,137
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,1995,120
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,1996,134
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,1997,174
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,1998,67
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,1999,103
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,2000,114
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,2001,78
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,2002,112
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,2003,108
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,2004,118
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,2005,96
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,2006,121
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,2007,128
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,2008,161
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,2009,132
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,2010,232
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,2011,164
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,2012,169
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,2013,130
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,2014,128
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,2015,183
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,2016,170
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,2017,164
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,2018,157
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,2019,90
Region I - Ilocos Region,ILOCOS NORTE,SARRAT,2020,22
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,1988,39
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,1989,35
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,1990,77
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,1991,59
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,1992,54
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,1993,65
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,1994,71
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,1995,40
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,1996,78
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,1997,52
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,1998,51
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,1999,44
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,2000,53
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,2001,39
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,2002,48
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,2003,54
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,2004,84
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,2005,62
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,2006,65
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,2007,95
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,2008,67
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,2009,91
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,2010,111
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,2011,87
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,2012,81
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,2013,83
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,2014,94
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,2015,91
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,2016,81
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,2017,77
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,2018,91
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,2019,53
Region I - Ilocos Region,ILOCOS NORTE,SOLSONA,2020,18
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,1988,69
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,1989,89
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,1990,108
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,1991,88
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,1992,96
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,1993,111
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,1994,120
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,1995,166
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,1996,119
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,1997,110
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,1998,124
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,1999,91
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,2000,91
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,2001,100
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,2002,101
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,2003,88
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,2004,145
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,2005,141
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,2006,122
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,2007,188
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,2008,120
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,2009,122
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,2010,273
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,2011,191
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,2012,121
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,2013,158
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,2014,154
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,2015,141
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,2016,184
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,2017,175
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,2018,149
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,2019,121
Region I - Ilocos Region,ILOCOS NORTE,VINTAR,2020,29
Region I - Ilocos Region,ILOCOS NORTE,NOT REPORTED,1989,1
Region I - Ilocos Region,ILOCOS NORTE,NOT REPORTED,1993,1
Region I - Ilocos Region,ILOCOS NORTE,NOT REPORTED,1994,1
Region I - Ilocos Region,ILOCOS NORTE,NOT REPORTED,1998,1
Region I - Ilocos Region,ILOCOS NORTE,NOT REPORTED,1999,1
Region I - Ilocos Region,ILOCOS NORTE,NOT REPORTED,2000,1
Region I - Ilocos Region,ILOCOS SUR,ALILEM,1988,1
Region I - Ilocos Region,ILOCOS SUR,ALILEM,1990,2
Region I - Ilocos Region,ILOCOS SUR,ALILEM,1993,2
Region I - Ilocos Region,ILOCOS SUR,ALILEM,1995,2
Region I - Ilocos Region,ILOCOS SUR,ALILEM,1996,2
Region I - Ilocos Region,ILOCOS SUR,ALILEM,1998,1
Region I - Ilocos Region,ILOCOS SUR,ALILEM,1999,1
Region I - Ilocos Region,ILOCOS SUR,ALILEM,2000,1
Region I - Ilocos Region,ILOCOS SUR,ALILEM,2002,2
Region I - Ilocos Region,ILOCOS SUR,ALILEM,2003,3
Region I - Ilocos Region,ILOCOS SUR,ALILEM,2004,2
Region I - Ilocos Region,ILOCOS SUR,ALILEM,2005,6
Region I - Ilocos Region,ILOCOS SUR,ALILEM,2006,1
Region I - Ilocos Region,ILOCOS SUR,ALILEM,2007,1
Region I - Ilocos Region,ILOCOS SUR,ALILEM,2008,4
Region I - Ilocos Region,ILOCOS SUR,ALILEM,2009,2
Region I - Ilocos Region,ILOCOS SUR,ALILEM,2010,8
Region I - Ilocos Region,ILOCOS SUR,ALILEM,2011,7
Region I - Ilocos Region,ILOCOS SUR,ALILEM,2012,5
Region I - Ilocos Region,ILOCOS SUR,ALILEM,2013,1
Region I - Ilocos Region,ILOCOS SUR,ALILEM,2014,4
Region I - Ilocos Region,ILOCOS SUR,ALILEM,2015,7
Region I - Ilocos Region,ILOCOS SUR,ALILEM,2016,21
Region I - Ilocos Region,ILOCOS SUR,ALILEM,2017,2
Region I - Ilocos Region,ILOCOS SUR,ALILEM,2019,1
Region I - Ilocos Region,ILOCOS SUR,BANAYOYO,1988,10
Region I - Ilocos Region,ILOCOS SUR,BANAYOYO,1989,12
Region I - Ilocos Region,ILOCOS SUR,BANAYOYO,1990,8
Region I - Ilocos Region,ILOCOS SUR,BANAYOYO,1991,15
Region I - Ilocos Region,ILOCOS SUR,BANAYOYO,1992,19
Region I - Ilocos Region,ILOCOS SUR,BANAYOYO,1993,8
Region I - Ilocos Region,ILOCOS SUR,BANAYOYO,1994,19
Region I - Ilocos Region,ILOCOS SUR,BANAYOYO,1995,9
Region I - Ilocos Region,ILOCOS SUR,BANAYOYO,1996,12
Region I - Ilocos Region,ILOCOS SUR,BANAYOYO,1997,9
Region I - Ilocos Region,ILOCOS SUR,BANAYOYO,1998,7
Region I - Ilocos Region,ILOCOS SUR,BANAYOYO,1999,3
Region I - Ilocos Region,ILOCOS SUR,BANAYOYO,2000,12
Region I - Ilocos Region,ILOCOS SUR,BANAYOYO,2001,13
Region I - Ilocos Region,ILOCOS SUR,BANAYOYO,2002,10
Region I - Ilocos Region,ILOCOS SUR,BANAYOYO,2003,13
Region I - Ilocos Region,ILOCOS SUR,BANAYOYO,2004,12
Region I - Ilocos Region,ILOCOS SUR,BANAYOYO,2005,14
Region I - Ilocos Region,ILOCOS SUR,BANAYOYO,2006,12
Region I - Ilocos Region,ILOCOS SUR,BANAYOYO,2007,15
Region I - Ilocos Region,ILOCOS SUR,BANAYOYO,2008,4
Region I - Ilocos Region,ILOCOS SUR,BANAYOYO,2009,10
Region I - Ilocos Region,ILOCOS SUR,BANAYOYO,2010,20
Region I - Ilocos Region,ILOCOS SUR,BANAYOYO,2011,19
Region I - Ilocos Region,ILOCOS SUR,BANAYOYO,2012,14
Region I - Ilocos Region,ILOCOS SUR,BANAYOYO,2013,9
Region I - Ilocos Region,ILOCOS SUR,BANAYOYO,2014,26
Region I - Ilocos Region,ILOCOS SUR,BANAYOYO,2015,32
Region I - Ilocos Region,ILOCOS SUR,BANAYOYO,2016,17
Region I - Ilocos Region,ILOCOS SUR,BANAYOYO,2017,34
Region I - Ilocos Region,ILOCOS SUR,BANAYOYO,2018,28
Region I - Ilocos Region,ILOCOS SUR,BANAYOYO,2019,13
Region I - Ilocos Region,ILOCOS SUR,BANTAY,1988,34
Region I - Ilocos Region,ILOCOS SUR,BANTAY,1989,36
Region I - Ilocos Region,ILOCOS SUR,BANTAY,1990,53
Region I - Ilocos Region,ILOCOS SUR,BANTAY,1991,66
Region I - Ilocos Region,ILOCOS SUR,BANTAY,1992,47
Region I - Ilocos Region,ILOCOS SUR,BANTAY,1993,75
Region I - Ilocos Region,ILOCOS SUR,BANTAY,1994,61
Region I - Ilocos Region,ILOCOS SUR,BANTAY,1995,54
Region I - Ilocos Region,ILOCOS SUR,BANTAY,1996,77
Region I - Ilocos Region,ILOCOS SUR,BANTAY,1997,48
Region I - Ilocos Region,ILOCOS SUR,BANTAY,1998,27
Region I - Ilocos Region,ILOCOS SUR,BANTAY,1999,40
Region I - Ilocos Region,ILOCOS SUR,BANTAY,2000,48
Region I - Ilocos Region,ILOCOS SUR,BANTAY,2001,49
Region I - Ilocos Region,ILOCOS SUR,BANTAY,2002,55
Region I - Ilocos Region,ILOCOS SUR,BANTAY,2003,66
Region I - Ilocos Region,ILOCOS SUR,BANTAY,2004,63
Region I - Ilocos Region,ILOCOS SUR,BANTAY,2005,54
Region I - Ilocos Region,ILOCOS SUR,BANTAY,2006,64
Region I - Ilocos Region,ILOCOS SUR,BANTAY,2007,111
Region I - Ilocos Region,ILOCOS SUR,BANTAY,2008,61
Region I - Ilocos Region,ILOCOS SUR,BANTAY,2009,66
Region I - Ilocos Region,ILOCOS SUR,BANTAY,2010,88
Region I - Ilocos Region,ILOCOS SUR,BANTAY,2011,109
